Data rescue from Liverpool via zooniverse, heights in cm
Datum Old Dock Sill (unverified) 
Revised version using tide fitted to 1857-1903 data with QC as at 10th May 2022
Recommend checking for updates before final publication!
Jo Williams joll@noc.ac.uk 
               Date, Observation,  Prediction

1903-02-25 00:00:00,   358.14,  300.54 
1903-02-25 00:15:00,   325.12,  266.15 
1903-02-25 00:30:00,   289.56,  231.50 
1903-02-25 00:45:00,   254.00,  197.17 
1903-02-25 01:00:00,   218.44,  163.43 
1903-02-25 01:15:00,   182.88,  130.34 
1903-02-25 01:30:00,   144.78,   97.86 
1903-02-25 01:45:00,   111.76,   66.04 
1903-02-25 02:00:00,    83.82,   35.01 
1903-02-25 02:15:00,    55.88,    5.09 
1903-02-25 02:30:00,    30.48,  -23.36 
1903-02-25 02:45:00,     7.62,  -49.97 
1903-02-25 03:00:00,   -15.24,  -74.41 
1903-02-25 03:15:00,   -40.64,  -96.43 
1903-02-25 03:30:00,   -60.96, -115.77 
1903-02-25 03:45:00,   -76.20, -132.14 
1903-02-25 04:00:00,   -91.44, -145.16 
1903-02-25 04:15:00,   -99.06, -154.29 
1903-02-25 04:30:00,  -109.22, -158.95 
1903-02-25 04:45:00,  -111.76, -158.51 
1903-02-25 05:00:00,  -111.76, -152.45 
1903-02-25 05:15:00,  -101.60, -140.38 
1903-02-25 05:30:00,   -83.82, -122.15 
1903-02-25 05:45:00,   -60.96,  -97.87 
1903-02-25 06:00:00,   -30.48,  -67.87 
1903-02-25 06:15:00,     5.08,  -32.76 
1903-02-25 06:30:00,    40.64,    6.64 
1903-02-25 06:45:00,    86.36,   49.30 
1903-02-25 07:00:00,   142.24,   94.07 
1903-02-25 07:15:00,   187.96,  139.74 
1903-02-25 07:30:00,   238.76,  185.12 
1903-02-25 07:45:00,   294.64,  229.18 
1903-02-25 08:00:00,   335.28,  271.09 
1903-02-25 08:15:00,   375.92,  310.26 
1903-02-25 08:30:00,   406.40,  346.31 
1903-02-25 08:45:00,   434.34,  379.00 
1903-02-25 09:00:00,   464.82,  408.18 
1903-02-25 09:15:00,   487.68,  433.66 
1903-02-25 09:30:00,   502.92,  455.19 
1903-02-25 09:45:00,   515.62,  472.36 
1903-02-25 10:00:00,   523.24,  484.65 
1903-02-25 10:15:00,   525.78,  491.44 
1903-02-25 10:30:00,   520.70,  492.12 
1903-02-25 10:45:00,   513.08,  486.19 
1903-02-25 11:00:00,   497.84,  473.38 
1903-02-25 11:15:00,   482.60,  453.79 
1903-02-25 11:30:00,   467.36,  427.97 
1903-02-25 11:45:00,   426.72,  396.89 
1903-02-25 12:00:00,   391.16,  361.83 
1903-02-25 12:15:00,   347.98,  324.24 
1903-02-25 12:30:00,   317.50,  285.48 
1903-02-25 12:45:00,   284.48,  246.67 
1903-02-25 13:00:00,   248.92,  208.53 
1903-02-25 13:15:00,   213.36,  171.44 
1903-02-25 13:30:00,   177.80,  135.46 
1903-02-25 13:45:00,   144.78,  100.54 
1903-02-25 14:00:00,   109.22,   66.63 
1903-02-25 14:15:00,    76.20,   33.81 
1903-02-25 14:30:00,    50.80,    2.28 
1903-02-25 14:45:00,    20.32,  -27.65 
1903-02-25 15:00:00,    -5.08,  -55.70 
1903-02-25 15:15:00,   -35.56,  -81.63 
1903-02-25 15:30:00,   -60.96, -105.27 
1903-02-25 15:45:00,   -86.36, -126.50 
