Data rescue from Hilbre via zooniverse, heights in cm 
Datum Old Dock Sill (unverified) 
Revised version using tide fitted to 1857-1903 data with QC as at 10th May 2022
Recommend checking for updates before final publication!
Jo Williams joll@noc.ac.uk 
               Date, Observation,  Prediction

1903-02-25 00:00:00,   287.02,  250.91 
1903-02-25 00:15:00,   259.08,  218.20 
1903-02-25 00:30:00,   220.98,  184.15 
1903-02-25 00:45:00,   187.96,  149.37 
1903-02-25 01:00:00,   144.78,  114.46 
1903-02-25 01:15:00,   111.76,   80.06 
1903-02-25 01:30:00,    83.82,   46.74 
1903-02-25 01:45:00,    53.34,   14.99 
1903-02-25 02:00:00,    25.40,  -14.79 
1903-02-25 02:15:00,     7.62,  -42.33 
1903-02-25 02:30:00,   -22.86,  -67.39 
1903-02-25 02:45:00,   -50.80,  -89.82 
1903-02-25 03:00:00,   -68.58, -109.48 
1903-02-25 03:15:00,   -88.90, -126.19 
1903-02-25 03:30:00,  -104.14, -139.74 
1903-02-25 03:45:00,  -111.76, -149.83 
1903-02-25 04:00:00,  -124.46, -156.09 
1903-02-25 04:15:00,  -129.54, -158.14 
1903-02-25 04:30:00,  -127.00, -155.58 
1903-02-25 04:45:00,  -116.84, -148.13 
1903-02-25 05:00:00,  -104.14, -135.62 
1903-02-25 05:15:00,   -86.36, -118.04 
1903-02-25 05:30:00,   -66.04,  -95.52 
1903-02-25 05:45:00,   -38.10,  -68.35 
1903-02-25 06:00:00,     0.00,  -36.86 
1903-02-25 06:15:00,    35.56,   -1.49 
1903-02-25 06:30:00,    76.20,   37.22 
1903-02-25 06:45:00,   124.46,   78.59 
1903-02-25 07:00:00,   170.18,  121.81 
1903-02-25 07:15:00,   218.44,  165.86 
1903-02-25 07:30:00,   261.62,  209.64 
1903-02-25 07:45:00,   309.88,  251.98 
1903-02-25 08:00:00,   345.44,  291.81 
1903-02-25 08:15:00,   381.00,  328.26 
1903-02-25 08:30:00,   408.94,  360.66 
1903-02-25 08:45:00,   434.34,  388.60 
1903-02-25 09:00:00,   452.12,  411.80 
1903-02-25 09:15:00,   464.82,  430.12 
1903-02-25 09:30:00,   472.44,  443.41 
1903-02-25 09:45:00,   477.52,  451.53 
1903-02-25 10:00:00,   472.44,  454.35 
1903-02-25 10:15:00,   462.28,  451.79 
1903-02-25 10:30:00,   452.12,  443.90 
1903-02-25 10:45:00,   441.96,  430.84 
1903-02-25 11:00:00,   426.72,  412.94 
1903-02-25 11:15:00,   396.24,  390.62 
1903-02-25 11:30:00,   370.84,  364.36 
1903-02-25 11:45:00,   337.82,  334.70 
1903-02-25 12:00:00,   304.80,  302.14 
1903-02-25 12:15:00,   269.24,  267.23 
1903-02-25 12:30:00,   233.68,  230.55 
1903-02-25 12:45:00,   190.50,  192.70 
1903-02-25 13:00:00,   154.94,  154.32 
1903-02-25 13:15:00,   124.46,  116.07 
1903-02-25 13:30:00,    88.90,   78.61 
1903-02-25 13:45:00,    53.34,   42.51 
1903-02-25 14:00:00,    22.86,    8.25 
1903-02-25 14:15:00,    -7.62,  -23.78 
1903-02-25 14:30:00,   -38.10,  -53.33 
1903-02-25 14:45:00,   -66.04,  -80.25 
1903-02-25 15:00:00,   -86.36, -104.46 
1903-02-25 15:15:00,  -106.68, -125.91 
1903-02-25 15:30:00,  -119.38, -144.51 
1903-02-25 15:45:00,  -124.46, -160.11 
1903-02-25 16:00:00,  -132.08, -172.44 
1903-02-25 16:15:00,  -139.70, -181.13 
1903-02-25 16:30:00,  -137.16, -185.74 
1903-02-25 16:45:00,  -134.62, -185.81 
1903-02-25 17:00:00,  -127.00, -180.95 
1903-02-25 17:15:00,  -114.30, -170.93 
1903-02-25 17:30:00,   -99.06, -155.64 
1903-02-25 17:45:00,   -78.74, -135.16 
1903-02-25 18:00:00,   -50.80, -109.66 
1903-02-25 18:15:00,   -20.32,  -79.44 
1903-02-25 18:30:00,    15.24,  -44.88 
1903-02-25 18:45:00,    53.34,   -6.45 
1903-02-25 19:00:00,    96.52,   35.21 
1903-02-25 19:15:00,   142.24,   79.28 
1903-02-25 19:30:00,   182.88,  124.73 
1903-02-25 19:45:00,   220.98,  170.40 
1903-02-25 20:00:00,   266.70,  215.07 
1903-02-25 20:15:00,   299.72,  257.55 
1903-02-25 20:30:00,   332.74,  296.88 
1903-02-25 20:45:00,   368.30,  332.29 
1903-02-25 21:00:00,   398.78,  363.31 
