SEF	1.0.0						
ID	Kyiv_arboretum						
Name	Kyiv. arboretum						
Lat	50.43						
Lon	30.43						
Alt	143						
Source	UA-UHMI						
Link	https://doi.org/10.15407/uhmi.report.01						
Vbl	p						
Stat	point						
Units	hPa						
Meta	Observer=NA|PTC=Y|PGC=Y						
Year	Month	Day	Hour	Minute	Period	Value	Meta
1861	8	1	4	57	0	997.9	orig=591.6R.s.l.|orig.time=7:00AM|orig.date=1861-08-01|atb=18.2R
1861	8	1	11	57	0	998.2	orig=591.8R.s.l.|orig.time=2:00PM|orig.date=1861-08-01|atb=18.4R
1861	8	1	18	57	0	1000.1	orig=592.7R.s.l.|orig.time=9:00PM|orig.date=1861-08-01|atb=17R
1861	8	2	4	57	0	1002	orig=593.9R.s.l.|orig.time=7:00AM|orig.date=1861-08-02|atb=17.4R
1861	8	2	11	57	0	1002.3	orig=594.1R.s.l.|orig.time=2:00PM|orig.date=1861-08-02|atb=17.8R
1861	8	2	18	57	0	1002.7	orig=594R.s.l.|orig.time=9:00PM|orig.date=1861-08-02|atb=15R
1861	8	3	4	57	0	1004.2	orig=595R.s.l.|orig.time=7:00AM|orig.date=1861-08-03|atb=16.1R
1861	8	3	11	57	0	1003.6	orig=594.9R.s.l.|orig.time=2:00PM|orig.date=1861-08-03|atb=18R
1861	8	3	18	57	0	999.5	orig=592.2R.s.l.|orig.time=9:00PM|orig.date=1861-08-03|atb=16R
1861	8	4	4	57	0	1002.3	orig=594R.s.l.|orig.time=7:00AM|orig.date=1861-08-04|atb=16.9R
1861	8	4	11	57	0	999.8	orig=592.8R.s.l.|orig.time=2:00PM|orig.date=1861-08-04|atb=18.8R
1861	8	4	18	57	0	997.1	orig=591.1R.s.l.|orig.time=9:00PM|orig.date=1861-08-04|atb=18.1R
1861	8	5	4	57	0	997.4	orig=591R.s.l.|orig.time=7:00AM|orig.date=1861-08-05|atb=16.1R
1861	8	5	11	57	0	998.4	orig=591.6R.s.l.|orig.time=2:00PM|orig.date=1861-08-05|atb=16.1R
